Account Number,Date,Amount (£),,,,,,,,,
RWC499,27/03/2025,£70,,,,,,,,,
RWC506,27/03/2025,70,,,,,,,,,
RWC405,19/09/2024,74,,,,,,,,,
RWC407,09/10/2024,75,,,,,,,,,
RWC558,06/06/2025,£75,,,,,,,,,
RWC347,24/06/2025,£76,,,,,,,,,
RWC354,08/08/2024,80,,,,,,,,,
RWC390,19/03/2025,80,,,,,,,,,
RWC416,14/11/2024,80,,,,,,,,,
RWC539,28/05/2025,£80,,,,,,,,,
RWC498,21/04/2025,£88,,,,,,,,,
RWC410,11/04/2025,£90,,,,,,,,,
RWC410,12/06/2025,£90,,,,,,,,,
RWC537,30/05/2025,£100,,,,,,,,,
RWC537,30/05/2025,£100,,,,,,,,,
RWC403,27/09/2024,105,,,,,,,,,
RWC403,25/11/2024,105,,,,,,,,,
RWC403,13/01/2025,105,,,,,,,,,
RWC403,17/03/2025,105,,,,,,,,,
RWC403,07/05/2025,£105,,,,,,,,,
RWC403,04/07/2025,£105,,,,,,,,,
RWC418,14/11/2024,120,,,,,,,,,
RWC410,14/03/2025,135,,,,,,,,,
RWC410,21/03/2025,135,,,,,,,,,
RWC410,19/12/2024,180,,,,,,,,,
RWC410,07/02/2025,225,,,,,,,,,
RWC410,04/04/2025,£225,,,,,,,,,
RWC410,05/06/2025,£225,,,,,,,,,
RWC410,19/06/2025,£225,,,,,,,,,
RWC410,26/09/2024,270,,,,,,,,,
RWC410,25/04/2025,£270,,,,,,,,,
RWC410,29/05/2025,£270,,,,,,,,,
RWC410,26/06/2025,£270,,,,,,,,,
RWC410,11/11/2024,315,,,,,,,,,
RWC410,06/12/2024,315,,,,,,,,,
RWC410,30/01/2025,315,,,,,,,,,
RWC410,21/02/2025,315,,,,,,,,,
RWC410,07/03/2025,315,,,,,,,,,
RWC410,20/11/2024,360,,,,,,,,,
RWC410,24/01/2025,360,,,,,,,,,
RWC410,18/04/2025,£360,,,,,,,,,
RWC525,11/06/2025,£360,,,,,,,,,
RWC410,28/02/2025,405,,,,,,,,,
RWC410,09/05/2025,£405,,,,,,,,,
RWC410,11/07/2025,£405,,,,,,,,,
RWC410,30/09/2024,450,,,,,,,,,
RWC410,07/10/2024,450,,,,,,,,,
RWC410,14/10/2024,450,,,,,,,,,
RWC410,21/10/2024,450,,,,,,,,,
RWC410,28/10/2024,450,,,,,,,,,
RWC410,04/11/2024,450,,,,,,,,,
RWC410,29/11/2024,450,,,,,,,,,
RWC410,13/12/2024,450,,,,,,,,,
RWC410,10/01/2025,450,,,,,,,,,
RWC410,17/01/2025,450,,,,,,,,,
RWC410,14/02/2025,450,,,,,,,,,
RWC410,02/04/2025,£450,,,,,,,,,
RWC410,15/05/2025,£495,,,,,,,,,
RWC410,21/05/2025,£495,,,,,,,,,
RWC410,04/07/2025,£495,,,,,,,,,
RWC34,02/07/2025,12.5,,,,,,,,,
RWC443,08/05/2025,12.5,,,,,,,,,
RWC458,08/07/2025,12.5,,,,,,,,,
RWC48,03/06/2025,7.5,,,,,,,,,
RWC93,18/06/2025,7.5,,,,,,,,,
